S#,C#,GRADE
2190218918,LITE401421,39.4
2224877439,FEES400101,82.7
2221678123,LITE502121,50.6
2211244085,INSM502101,76.5
2194856339,MACH392301,64.0
2216774763,INSM401201,50.5
2213280753,INDE901001,null
2203461422,INDE400601,74.3
2221968614,LITE402621,66.0
2225593084,GNED101001,94.6
2197355230,GNED101001,73.5
2202512981,LITE401121,78.5
2201802647,FEES300101,33.3
2215061306,INSM900101,64.8
2203324662,INDE000701,98.9
2211398755,INDE401601,83.1
2193918066,LITE101321,83.9
2217817831,INSM401501,68.4
2222610011,INDE401401,null
2221335401,LITE401121,88.2
2200872797,INDE401601,98.7
JL21936931,MACH390901,null
JL21957877,LITE305021,78.2
2208402186,LITE402321,87.6
2195696139,INDE400601,62.0
2190369724,INDE401601,null
2222765277,INSM900101,79.0
2214380224,LITE401121,53.1
JL22232817,MACH400301,84.0
2197956825,LITE502121,90.1
2225593084,ITDE500701,100.0
2206048528,LITE502121,null
2193310881,LITE401821,81.2
2217614017,ITDE500701,79.6
2218176742,INDE300601,null
JL22228119,LITE502221,86.6
2222423177,FEES400101,null
2202919951,LITE305021,96.6
2205159699,LITE502221,99.3
2209996472,GNED101101,72.0
2197045078,GNED100401,88.9
2198623974,INDE500801,52.0
2204430990,CORE102600,77.3
2208632211,INDE300601,null
2209971502,INSM000101,78.5
2196366275,INFT500121,67.0
2205237518,MACH392301,86.9
JL22133278,LITE101321,99.7
2208855253,INSM401201,null
2218323005,INSM401801,57.7
2198966502,INDE900801,79.2
JL21994570,INDE900201,44.4
JL22190052,GNED100601,57.1
2205529609,INDE500901,97.9
JL22252352,FEES400101,80.6
2197753307,INDE900801,69.1
2223342095,GNED101001,86.8
2202910055,LITE501321,67.3
2225206631,LITE101021,73.8
2206443442,FEES400301,70.2
2195448773,FEES400101,16.1
2197462818,GNED110400,85.0
2222561139,LITE101021,54.3
2196348353,INDE500801,67.7
2210123496,JZSJ900101,90.4
2227713932,LITE306121,79.3
2191128247,MATH400121,98.6
2192128377,INDE400601,86.9
2222504770,GNED101001,null
2222882814,INDE000701,61.5
2204765127,LITE307021,92.6
2201013497,LITE303721,56.8
2208131669,GNED100901,64.8
2216944048,MACH392001,65.0
2225439149,LITE501321,83.8
2224179472,LITE401821,null
2206251375,GNED100401,72.0
2204061958,GNED100701,90.6
2221424213,FEES500101,63.7
2213589879,INSM900301,36.7
JL22232817,MACH390901,62.6
2216616451,INSM502001,87.9
2211104249,INSM401801,null
2191384715,GNED106392,84.7
2218323005,INDE400601,60.4
2221335401,INDE500801,51.1
2224573556,LITE303721,71.6
2207230793,GNED100901,null
2191158116,FEES300101,66.5
2215629141,JZSJ900101,71.2
2217495436,FEES400501,97.4
2219489078,SOCP100190,80.0
2192143007,ITDE500601,77.4
2217293491,JZSJ900301,43.9
2191128247,LITE401521,66.3
2190796474,ITDE500601,85.7
2219290065,FEES400301,96.7
2207861557,FEES400101,63.8
JL22198786,MACH000201,55.1
2224877439,LITE200521,80.3
2191743723,MACH392001,69.0
2191128247,ITDE500701,83.7
JL22279882,LITE101121,44.4
2197375487,MACH000201,54.6
2215873691,MACH391501,null
2229320770,LITE305421,70.0
2214520771,SOCP100190,52.8
2212324590,INDE501001,93.0
2203320961,LITE305421,null
2217930086,LITE307021,53.2
2207294072,LITE101321,66.7
2192665577,INSM302201,null
2193187844,GNED101101,65.0
2197431614,JZSJ900121,64.2
2195469338,LITE306921,null
2214802681,INSM000101,96.8
2220163322,FEES400101,62.1
2217873149,GNED100401,81.9
2214853962,INSM900101,null
JL22182937,LITE200521,98.7
2211238995,LITE200321,86.2
2199942832,LITE101021,66.3
2221695322,ITDE500601,null
JL21928953,LITE305621,69.4
2216129930,GNED106292,99.1
2199134930,INDE401401,83.8
2198679623,INDE400101,93.5
JL22137004,INDE400601,82.8
2229515517,LITE402321,30.6
2206192544,MACH392001,59.1
JL21921615,MACH392001,52.8
2202797557,FEES500101,71.8
2229426190,LITE306221,83.6
2210941349,GNED100701,null
JL22223096,LITE303721,41.2
2217915164,LITE303221,71.4
2219471450,ITDE500601,93.3
JL22233925,MATH400121,95.9
2198993184,JZSJ900121,91.6
2222239016,LITE200321,null
2214941166,INDE300601,null
2198679623,INSM900301,null
2201013497,LITE101021,77.7
2210895724,FEES400501,34.1
2211220656,FEES400501,60.8
2221951145,INSM302001,49.6
2228765196,LITE302321,89.4
2222281334,LITE305821,87.1
2225678905,LITE304421,82.3
2224225210,INSM502001,71.6
2199845411,INSM401601,82.9
2199618334,LITE306121,91.3
JL22198786,FEES500101,71.1
JL21933205,LITE307021,70.5
2227759825,MACH000201,97.0
2206580161,MACH391401,56.4
JL22279882,LITE200521,53.1
2222808290,JZSJ900101,57.8
2219853491,LITE305421,93.7
2229071720,INDE401401,null
2202512981,LITE402621,79.7
2211164547,AUTO544905,76.3
2204819248,GNED100701,82.6
2194340221,INSM501901,78.2
2223001004,LITE306921,null
2210705162,AUTO544905,86.9
2228142267,GNED101001,93.8
2198279568,INDE000701,63.4
2211164547,LITE306821,79.0
2215629141,LITE402621,58.4
2191479423,GNED106392,63.8
2200777628,FEES500101,83.8
2191288698,JZSJ900101,77.4
2197764511,MACH392301,null
JL22107007,LITE101021,94.9
2211170882,LITE305621,76.4
2220876383,JZSJ900101,94.8
2205650430,MACH391201,null
2224447728,GNED115200,80.2
2202910055,JZSJ900121,66.7
2225043354,INSM502101,93.8
2223503816,INFT500121,null
2194856339,LITE305021,57.1
2194630264,LITE200521,98.9
2218098258,LITE304621,79.4
JL22182937,LITE307021,67.4
2208876820,MACH391201,75.7
2196133768,MACH400301,89.0
JL22137004,INDE401401,78.2
2215797903,INSM000101,50.2
2195385492,INDE400101,70.9
2210123496,INDE901001,93.0
2212085607,MACH390901,48.1
2193783039,MACH391501,67.0
JL22242879,GNED100701,96.0
2215567948,MACH390801,77.4
2207299612,GNED100701,28.6
2190038824,INDE900201,87.8
2218690040,SOCP100190,57.7
2215428860,LITE402621,68.4
2217299447,FEES500101,95.8
2219431854,MACH391501,99.2
2215488139,INDE900201,63.6
2204430990,LITE305321,70.7
2194093391,INDE900801,90.6
JL22137004,LITE305021,null
2199236857,LITE306221,94.7
2194634097,GNED100701,62.7
2214117863,MACH000201,88.6
JL22292681,LITE305021,55.9
2223127636,MACH392401,76.3
JL21916613,LITE101121,null
2218176742,INDE400101,93.0
2199134930,MACH400301,73.3
2203476650,LITE305621,79.7
2207299612,INSM302001,50.0
2220506378,LITE200521,83.8
2221100858,INSM900101,95.3
2210922603,LITE305421,84.0
2214520771,FEES400101,91.5
2207230793,MACH391201,85.4
2192808535,GNED106392,51.7
2222808290,FEES400501,54.4
2194191237,LITE306921,64.2
JL22233925,MACH400301,69.9
2229914911,INDE900201,51.0
2197764511,LITE402621,82.0
JL21942216,GNED115200,69.8
2193263702,FEES300101,57.6
2217882321,LITE305321,78.5
2220381529,GNED106392,84.6
2216551723,LITE101021,null
2214211013,MATH400121,97.4
2206372474,JZSJ900121,86.7
JL22045182,LITE402321,72.1
2193508875,LITE501121,97.2
2205185638,INDE401501,null
2191646836,INSM501901,59.7
2219954155,INDE500801,57.5
JL21916613,LITE305421,65.0
2215168534,MACH391501,null
2202781657,LITE302321,null
2195077237,LITE302321,79.2
2229016938,INSM000101,78.6
JL21994570,LITE306921,92.7
2217962485,LITE402321,null
2193263702,LITE401421,null
2190942237,LITE101121,86.0
2223503816,GNED100701,94.2
2218113808,INSM501901,76.5
2210173888,LITE200521,88.3
2224634745,MACH392201,93.3
JL22263603,ITDE500601,78.3
2222268852,INDE501001,93.1
2190868876,FEES400101,73.3
2211220656,INDE401501,47.7
2215480562,LITE402621,93.8
2191932556,INDE401401,null
2207389931,MACH390801,69.2
2209858928,INSM401601,71.7
2214538316,FEES400301,86.4
2216514421,GNED100701,null
2218113808,LITE101121,59.6
2229074325,LITE501321,70.4
2194759784,LITE306221,68.3
2224280819,MACH391201,57.8
2216230364,INSM401801,73.0
2206416280,GNED101101,94.7
2227841763,INSM302001,null
2219700103,MACH392301,77.8
2218169975,MATH400121,75.7
JL22252352,LITE502221,79.8
2229032518,LITE306321,54.3
2215897842,INSM501901,97.4
2218281579,INSM401601,64.9
2197276111,LITE306821,null
2226042811,MACH392001,null
2191632426,INDE900801,48.4
2195546800,JZSJ900301,49.7
2211398755,MACH391501,52.8
2219700103,FEES400501,76.2
2221321675,INSM401801,73.5
2202512981,BSIS400121,65.5
2227199111,LITE304421,51.1
2199662571,MACH000101,60.9
2222609398,MACH000201,75.2
2207150892,INSM502101,83.2
2202470738,LITE402621,null
2193632521,LITE307021,79.8
JL22158559,MACH391201,50.0
2190796474,JZSJ900301,80.8
2207748693,FEES400301,89.2
2207347932,ITDE500601,45.2
JL22182937,LITE501321,62.1
2216954443,MACH391501,null
2224280819,LITE101021,60.5
2215185412,JZSJ900121,89.3
2225548066,LITE101121,73.5
2194947913,INSM401501,null
2217981216,GNED106292,48.8
2223381898,MACH400301,54.7
2223750242,FEES300101,94.8
2211967451,MACH400301,72.1
2206647931,CORE102600,66.1
2224179472,MACH391401,35.9
2192984966,LITE502221,90.0
2229016938,LITE306821,null
2218687112,MACH392301,75.9
2219017418,INDE900201,66.6
2212324590,INDE901001,63.7
2197787377,LITE402621,82.8
2228390493,GNED100601,65.5
2195072567,SOCP100190,60.7
2208603890,INSM401501,39.8
2210173888,JZSJ900301,40.1
2199859306,LITE402321,72.6
2213298391,INSM900301,71.1
2193918066,INDE901001,63.7
2203315818,MACH390901,58.6
2219017418,INSM502001,45.2
2193836106,LITE304421,67.8
2220992831,GNED101101,82.7
2195887286,GNED101101,72.5
2191158116,LITE305821,null
2200415270,ITDE500701,81.1
2213298391,LITE303021,85.4
2205269050,LITE305021,null
2207523348,LITE501321,null
2221928896,LITE306221,null
2195777977,JZSJ900121,73.2
2214853962,INDE900301,57.7
2191063024,AUTO544905,99.9
2218374589,INDE400101,97.2
2218081326,LITE502121,83.5
2214802681,INSM401601,80.1
2191158116,LITE501121,76.3
2197476939,INDE401401,80.5
2215837292,INDE401601,82.6
2224849603,INSM900101,80.3
2229032518,LITE305421,84.1
2199604406,GNED115200,null
2220154964,MACH390801,86.4
2221651483,FEES500101,92.7
2226019923,FEES500101,86.0
2215488139,LITE101121,null
2227841763,INDE000701,77.6
2206762710,AUTO544905,72.3
2225439149,JZSJ900301,79.4
2202512981,LITE200521,95.4
JL21936931,INDE501001,86.6
JL22002726,FEES300101,85.5
2222765277,LITE306321,null
2229032518,FEES300101,69.6
JL21916613,AUTO544905,66.5
JL22015762,MACH391401,74.2
2198279568,LITE306321,74.0
2190745537,INSM401501,null
2227515856,LITE302721,98.8
2210406956,INSM401501,98.7
2192808515,MACH390901,48.4
2202512981,LITE306921,79.5
2190796474,LITE306321,51.3
2193113411,MACH000101,79.3
2208600490,INDE000701,79.7
2218436556,GNED100901,95.4
2204079415,LITE502121,null
2211798673,LITE101121,78.2
2214197053,MACH392401,83.8
2205569366,AUTO544905,90.2
2225043354,GNED106392,null
2219895854,MATH400121,71.6
2192825623,SOCP100190,84.5
JL22274787,INDE300601,97.2
2227292331,INSM401801,65.0
2226019923,MATH400121,72.7
2228679987,LITE306321,86.8
2193848104,INDE401501,64.8
2201802647,INSM401201,68.6
2202797557,GNED100901,null
JL22165777,LITE303021,77.2
JL22068348,MACH390901,90.2
2221625231,FEES400501,76.9
2225424459,INSM502001,84.7
2211706793,INSM000101,97.7
2226377833,GNED100701,65.5
2211773408,INDE900201,79.2
2190444407,INFT500121,95.7
2222190189,LITE304621,76.9
2222380116,INSM302001,94.4
2201018326,GNED101101,87.9
JL21957877,INSM000101,32.7
2226445713,MACH390901,null
2219550436,JZSJ900301,18.3
2218081326,LITE200521,71.3
2198948587,INSM501901,89.8
2208146340,LITE401821,null
2190186105,LITE200521,null
2220677463,LITE402621,67.8
2218018122,LITE302721,48.9
2209699506,INSM502001,88.4
2213589879,LITE402621,94.9
JL21940344,AUTO544905,67.1
2212457866,LITE402621,76.5
2201203398,GNED106292,94.9
2201447926,LITE302721,56.4
2214035774,INDE900801,69.2
2192665577,GNED100701,61.2
2215140383,MACH391501,55.6
2220894547,JZSJ900301,94.5
2200049881,LITE307021,72.5
2200341790,LITE306321,88.0
2219700103,INSM401801,89.3
2219322141,MACH391401,null
2220417908,LITE302321,null
2191590488,JZSJ900121,72.5
2220490443,GNED106492,90.3
2228764844,ITDE500701,52.1
2196691226,LITE402421,79.3
2207389931,MACH392301,39.2
2222808290,GNED101001,63.7
2215759603,LITE200321,72.3
JL21936931,LITE303721,81.3
2211794411,MACH391201,78.0
2202662239,AUTO544905,69.8
2217293491,LITE200321,null
2218007133,LITE306321,87.2
2197971878,MACH392401,71.8
2212191765,MACH392001,null
2214520771,MACH400301,79.8
2224578041,LITE303221,72.1
2222423177,INSM502101,64.2
2222610011,LITE303721,75.1
2194191237,LITE305621,91.5
2202512981,INDE900201,95.5
2222610011,AUTO544905,73.5
JL22056979,GNED100401,89.4
2214346014,FEES400301,null
2190444407,FEES300101,40.0
2198948587,LITE306821,94.6
2205185638,LITE306921,85.5
2221928896,LITE402321,69.0
2200049881,LITE302321,77.2
2217962485,MACH390901,63.8
2203631710,LITE306321,null
2210679012,LITE306121,87.0
2222485278,GNED100901,97.2
2204858514,LITE101321,71.9
2212005273,GNED115200,85.0
JL22057803,INDE500901,76.2
2207235834,AUTO544905,83.1
2197276111,MACH391201,97.3
2201329230,INDE901001,98.5
2192663922,INSM501901,70.2
JL22158559,INDE900801,72.9
2196366275,INDE901001,46.1
2217085808,GNED115200,null
2229271164,AUTO544905,null
2201178778,MACH392001,78.3
2217817831,LITE305321,60.0
2212005273,GNED106492,48.5
2198230364,INDE900801,97.2
2194490065,INFT500121,79.9
2226212297,INSM502001,96.7
2222059347,LITE502221,95.5
JL22045182,LITE306221,66.7
2226644805,LITE502221,77.2
2208055289,INSM502101,76.6
JL22152260,LITE306221,73.3
2195696139,SOCP100190,69.8
2221695322,MATH400121,78.4
2209568965,MACH000101,84.6
JL22174348,INDE900301,65.1
2217328213,MATH400121,null
2196825251,INDE900201,null
2211799028,MACH392201,null
JL22279882,INDE500901,56.7
2218423174,MACH391401,null
JL22238064,MACH392201,74.2
2220876383,FEES500101,null
2211706172,JZSJ900301,71.3
2193885756,LITE402321,null
2214520771,INSM302001,88.8
2220417908,MACH390901,null
JL22107007,FEES300101,98.0
JL22281019,MACH392001,76.3
2218176742,LITE200521,62.7
2219230309,INSM401501,97.5
2223431384,MACH390801,73.6
2215849305,LITE305021,81.9
2208584734,GNED100401,88.8
2199771962,INSM401201,58.2
2228256563,JZSJ900121,75.8
2192143007,LITE402421,86.8
2191384715,MACH391201,72.5
JL22056979,LITE306921,72.7
2196793351,MACH000201,95.8
2222713021,LITE303221,77.5
JL22015762,INSM302201,78.6
2219231679,INDE300601,98.1
2225460526,INSM302201,58.7
2192297206,GNED106392,null
2207546468,MACH392001,74.0
2194856339,MACH391501,93.1
2218167717,LITE303721,88.7
2199134930,INSM302201,82.2
2208876820,LITE306921,70.6
2194201101,FEES300101,null
JL21941350,FEES400301,null
2191952580,LITE401421,59.0
2210981626,INSM401501,null
2211794411,GNED101001,87.5
JL22145397,INSM502001,90.5
2216944048,INFT500121,84.6
2222059347,LITE101021,57.0
2222381192,LITE302321,63.4
2204061958,LITE302721,null
2227123322,MACH400301,86.8
2228379774,LITE306321,93.4
2205714505,INSM501901,null
2212581658,GNED115200,72.0
2211170882,LITE303221,79.5
2205714505,MACH392301,70.3
2199662571,LITE502221,82.8
2219759945,MACH000101,61.9
2195077237,GNED106292,54.2
2191952580,LITE302721,83.5
2225375000,LITE304421,null
2215873691,LITE305321,85.5
2217693062,LITE401521,54.0
JL21957877,JZSJ900101,68.9
2197375487,LITE304621,57.7
2228141357,LITE303221,87.3
2203971487,FEES300101,null
2211398755,SOCP100190,94.1
2206949491,LITE502221,78.3
2205802012,JZSJ900121,39.4
2194050459,INSM900101,67.7
2222205377,INSM502101,66.5
JL22174348,LITE402621,91.5
2226644805,LITE306921,89.3
2190826591,LITE401421,63.0
2217962485,LITE402621,64.8
2193867221,JZSJ900101,59.5
2199134930,LITE305821,63.1
2190868876,MACH392301,70.7
2203225789,INDE501001,46.8
2199955537,INDE400101,null
2201415493,LITE101021,null
2211082395,JZSJ900121,59.6
2218783393,GNED115200,91.7
2210238366,LITE303221,74.6
2225593084,GNED100401,81.9
2222785726,FEES500101,90.3
2224640895,INDE400101,48.9
2193083329,LITE502221,45.3
2212973577,GNED106392,77.5
JL21932338,ITDE500601,null
2213477527,MACH392201,33.5
JL22291493,LITE306121,60.5
2215488139,LITE501321,32.7
2224236792,FEES400301,95.0
2214211013,MACH390801,88.1
2212457866,INFT500121,67.2
2200049881,FEES400501,93.9
2214427327,LITE402321,94.4
2220540481,INDE900301,55.8
2205159699,INDE000701,88.1
2205569366,INSM502001,null
2211706172,INDE000701,71.3
2197355230,MACH390901,74.3
2193113411,INDE501001,85.8
2216350852,GNED101101,72.5
2218423503,GNED101001,96.3
2195816633,INDE900801,70.0
JL21941350,GNED101001,68.6
2212861118,LITE306821,78.9
2206429606,MATH400121,79.9
2229443238,LITE302321,96.8
2227759825,ITDE500701,95.2
2212182114,GNED100401,null
2194496091,LITE501321,62.0
2196252065,LITE306821,98.8
2225826872,BSIS400121,55.3
2229584507,JZSJ900101,94.8
2190134684,LITE304421,68.8
2200920454,INDE900201,86.5
2190826591,LITE402621,71.3
2229074325,LITE200521,91.4
2211238995,GNED115200,91.8
JL21932338,MACH392301,null
2192341356,LITE501321,80.3
2219193336,INDE900201,84.1
2213620693,INSM302201,85.5
2198671524,FEES300101,63.0
2227199111,MACH391201,60.1
JL22238064,LITE305021,97.4
2210515241,GNED101101,77.3
2229071720,MACH391401,null
2199052893,INSM000101,63.3
2192940455,LITE306321,56.1
2209900330,LITE402321,72.6
2191379259,MACH390901,67.6
JL22223096,MACH392001,84.8
2229071720,LITE305821,74.6
2228948373,GNED100901,62.2
2191063024,AUTO544905,96.4
2195897321,LITE306221,82.5
JL22160075,AUTO544905,null
2211284232,GNED101101,null
2200110656,GNED106392,45.8
JL21916613,AUTO544905,47.9
2225767313,INDE900301,70.1
2208402186,GNED101101,82.5
2202069590,LITE402321,null
2225043354,JZSJ900101,58.9
2208472165,GNED100601,93.8
2214067481,MACH392401,72.6
JL22112734,LITE402621,99.2
2216933565,MACH391501,98.5
2193083329,LITE303221,null
2190347003,LITE303221,88.5
2197128337,GNED101001,64.9
2213981998,LITE307021,70.2
2219954155,SOCP100190,55.5
JL22086058,LITE401821,48.6
JL21924326,INSM302001,null
JL22040259,GNED101101,null
2194856339,LITE305021,94.0
2206960299,MACH392401,90.4
2196348353,INSM900301,83.1
2225548066,LITE306921,85.3
2201609446,INSM401201,87.5
2200026968,INSM401601,77.4
2224225210,LITE302321,65.1
2198475837,LITE305421,44.0
2227341171,INDE900301,89.8
2202617602,JZSJ900101,65.6
2212324590,ITDE500701,80.7
2225651889,INSM501901,null
2227944024,GNED110400,75.6
2204098768,LITE304421,99.1
2190781666,LITE303021,36.1
2212166682,GNED106392,94.8
2198431451,GNED100601,84.0
2228467406,LITE101021,null
2197164260,MACH392301,77.6
2190404097,LITE401421,88.3
2191886330,LITE101121,69.9
2201415493,INDE401401,92.1
2205118591,MACH390901,null
2225767313,LITE501321,82.0
2212028859,LITE306321,63.7
2228539081,LITE501321,75.3
2200526024,GNED106492,null
2222380116,GNED101001,50.9
2194114443,LITE306221,72.1
2194050459,INDE900801,51.8
JL22190052,INDE501001,93.5
JL22075068,INDE901001,95.5
2193867221,LITE101121,86.2
2215629141,INSM900301,null
2225826872,JZSJ900101,94.5
JL22165777,MACH391401,60.6
2214508750,INDE400101,81.3
2193115301,LITE306221,97.7
2207327278,INSM502001,null
2190186105,INSM401201,71.7
2197874365,FEES400101,58.1
JL22209535,INSM302001,71.4
2205512985,INDE401501,73.4
2224286522,FEES400301,73.0
2227123322,LITE303021,63.6
2197753307,LITE304621,93.0
